Row Labels,ProductCombo,,,,,,,,,,,,,,,,,,,,,,,,,,
19156808152,1050,1469,91541,,,,,,,,,,,,,,,,,,,,,,,,
19156808153,6210,9110,,,,,,,,,,,,,,,,,,,,,,,,,
19156808155,7600,7670,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156808157,2010,3100,7690,,,,,,,,,,,,,,,,,,,,,,,,
19156808159,1907,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156808163,7660,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156808165,7820,7827,7860,,,,,,,,,,,,,,,,,,,,,,,,
19156808166,4700,6130,,,,,,,,,,,,,,,,,,,,,,,,,
19156808167,2051,7710,,,,,,,,,,,,,,,,,,,,,,,,,
19156808168,1101,2051,,,,,,,,,,,,,,,,,,,,,,,,,
19156808169,4757,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156808170,1350,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156808171,1469,1569,7800,7807,7857,9179,,,,,,,,,,,,,,,,,,,,,
19156808172,7980,8720,9150,9160,9180,,,,,,,,,,,,,,,,,,,,,,
19156808174,3250,7640,,,,,,,,,,,,,,,,,,,,,,,,,
19156808175,2051,9110,9120,,,,,,,,,,,,,,,,,,,,,,,,
19156808176,5700,7880,8760,,,,,,,,,,,,,,,,,,,,,,,,
19156808184,2750,6002,6130,7820,,,,,,,,,,,,,,,,,,,,,,,
19156808190,4707,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156808194,3609,4127,4700,6137,,,,,,,,,,,,,,,,,,,,,,,
19156808198,7730,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156808199,4900,6002,6110,,,,,,,,,,,,,,,,,,,,,,,,
19156808200,7780,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156808201,2330,4700,9170,,,,,,,,,,,,,,,,,,,,,,,,
19156808203,3409,4700,6137,,,,,,,,,,,,,,,,,,,,,,,,
19156808204,2010,2060,,,,,,,,,,,,,,,,,,,,,,,,,
19156808206,2130,7710,7960,8010,,,,,,,,,,,,,,,,,,,,,,,
19156808208,3600,6002,6217,,,,,,,,,,,,,,,,,,,,,,,,
19156808210,1560,2010,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156808214,2800,7640,92076,,,,,,,,,,,,,,,,,,,,,,,,
19156808215,2010,7650,,,,,,,,,,,,,,,,,,,,,,,,,
19156808216,8730,8747,,,,,,,,,,,,,,,,,,,,,,,,,
19156808217,1151,2010,2130,7730,7860,7980,,,,,,,,,,,,,,,,,,,,,
19156808218,1909,7669,,,,,,,,,,,,,,,,,,,,,,,,,
19156808224,3350,91580,,,,,,,,,,,,,,,,,,,,,,,,,
19156808226,3709,8745,,,,,,,,,,,,,,,,,,,,,,,,,
19156808231,1869,5579,5709,7819,,,,,,,,,,,,,,,,,,,,,,,
19156808233,7900,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808234,6117,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156808236,1250,6002,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156808237,6240,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808239,7690,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156808242,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156808246,1460,2017,5700,7670,,,,,,,,,,,,,,,,,,,,,,,
19156808247,7827,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808248,3400,3609,5700,,,,,,,,,,,,,,,,,,,,,,,,
19156808249,1250,4700,,,,,,,,,,,,,,,,,,,,,,,,,
19156808253,7770,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808255,7717,8017,,,,,,,,,,,,,,,,,,,,,,,,,
19156808256,2017,3409,,,,,,,,,,,,,,,,,,,,,,,,,
19156808258,2040,5700,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156808259,7760,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156808260,6007,6137,,,,,,,,,,,,,,,,,,,,,,,,,
19156808264,7780,7820,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156808265,7710,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156808268,1151,7600,,,,,,,,,,,,,,,,,,,,,,,,,
19156808270,6200,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156808271,6117,7687,8720,8730,9130,91580,91587,,,,,,,,,,,,,,,,,,,,
19156808273,7870,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808274,2010,7780,9180,,,,,,,,,,,,,,,,,,,,,,,,
19156808275,1560,2320,,,,,,,,,,,,,,,,,,,,,,,,,
19156808277,1560,2040,,,,,,,,,,,,,,,,,,,,,,,,,
19156808279,1350,7760,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156808280,1900,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808281,2010,9180,,,,,,,,,,,,,,,,,,,,,,,,,
19156808282,1900,2040,3250,,,,,,,,,,,,,,,,,,,,,,,,
19156808284,1460,6100,6130,,,,,,,,,,,,,,,,,,,,,,,,
19156808285,2040,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156808286,1460,6100,6130,,,,,,,,,,,,,,,,,,,,,,,,
19156808288,1560,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808290,7640,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156808294,7740,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808298,8700,8720,8750,,,,,,,,,,,,,,,,,,,,,,,,
19156808302,2010,5900,7710,8750,,,,,,,,,,,,,,,,,,,,,,,
19156808304,2010,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808306,1050,1250,2010,3257,5700,6240,,,,,,,,,,,,,,,,,,,,,
19156808309,1350,1900,2560,3400,6002,7730,,,,,,,,,,,,,,,,,,,,,
19156808310,2320,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156808311,2060,5700,6110,,,,,,,,,,,,,,,,,,,,,,,,
19156808315,1159,2040,2069,7749,,,,,,,,,,,,,,,,,,,,,,,
19156808318,1900,2010,7910,8010,,,,,,,,,,,,,,,,,,,,,,,
19156808319,1900,2010,7910,8010,,,,,,,,,,,,,,,,,,,,,,,
19156808320,2130,9100,,,,,,,,,,,,,,,,,,,,,,,,,
19156808322,1001,1151,,,,,,,,,,,,,,,,,,,,,,,,,
19156808327,1350,2017,4707,,,,,,,,,,,,,,,,,,,,,,,,
19156808328,7610,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156808329,4757,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156808341,1001,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156808345,9170,9180,,,,,,,,,,,,,,,,,,,,,,,,,
19156808348,2010,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156808351,4860,6100,6130,7820,,,,,,,,,,,,,,,,,,,,,,,
19156808352,3500,7670,,,,,,,,,,,,,,,,,,,,,,,,,
19156808356,1460,8720,,,,,,,,,,,,,,,,,,,,,,,,,
19156808357,1051,1250,5570,8010,,,,,,,,,,,,,,,,,,,,,,,
19156808358,5560,6200,7640,7730,7770,7860,7870,,,,,,,,,,,,,,,,,,,,
19156808359,1150,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808361,2010,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156808362,3250,7820,8500,8510,,,,,,,,,,,,,,,,,,,,,,,
19156808365,1869,5909,6007,6137,7640,7659,7969,,,,,,,,,,,,,,,,,,,,
19156808366,5560,7970,,,,,,,,,,,,,,,,,,,,,,,,,
19156808367,1720,2130,3500,,,,,,,,,,,,,,,,,,,,,,,,
19156808370,1159,2750,3609,6100,6207,,,,,,,,,,,,,,,,,,,,,,
19156808386,5700,8720,,,,,,,,,,,,,,,,,,,,,,,,,
19156808387,2017,9129,,,,,,,,,,,,,,,,,,,,,,,,,
19156808388,1860,2010,2800,,,,,,,,,,,,,,,,,,,,,,,,
19156808390,3100,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156808391,1900,6002,6130,6240,,,,,,,,,,,,,,,,,,,,,,,
19156808392,2750,7770,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156808394,5900,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808395,2017,7827,9109,,,,,,,,,,,,,,,,,,,,,,,,
19156808396,1460,1860,3250,,,,,,,,,,,,,,,,,,,,,,,,
19156808397,2010,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156808398,2017,6217,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156808403,1151,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808406,1350,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156808408,7860,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156808409,2760,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156808411,2010,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156808412,2010,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156808414,6210,9170,,,,,,,,,,,,,,,,,,,,,,,,,
19156808416,1151,2010,3400,7780,,,,,,,,,,,,,,,,,,,,,,,
19156808417,1050,1250,,,,,,,,,,,,,,,,,,,,,,,,,
19156808418,1350,2060,6210,,,,,,,,,,,,,,,,,,,,,,,,
19156808422,1860,7760,7850,,,,,,,,,,,,,,,,,,,,,,,,
19156808423,2010,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156808425,7780,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808426,1900,2010,7740,,,,,,,,,,,,,,,,,,,,,,,,
19156808430,2010,5800,,,,,,,,,,,,,,,,,,,,,,,,,
19156808431,7620,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808433,4750,7610,,,,,,,,,,,,,,,,,,,,,,,,,
19156808437,1101,3400,6110,7770,9140,,,,,,,,,,,,,,,,,,,,,,
19156808438,1907,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156808440,2017,7667,,,,,,,,,,,,,,,,,,,,,,,,,
19156808442,1460,5800,7600,7610,7660,7780,7860,7980,8010,,,,,,,,,,,,,,,,,,
19156808444,1350,1560,,,,,,,,,,,,,,,,,,,,,,,,,
19156808445,7820,7830,7837,7910,,,,,,,,,,,,,,,,,,,,,,,
19156808447,1101,3600,7740,9180,,,,,,,,,,,,,,,,,,,,,,,
19156808450,2130,7770,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156808451,2040,3600,,,,,,,,,,,,,,,,,,,,,,,,,
19156808452,2130,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156808455,2010,3609,8010,8017,,,,,,,,,,,,,,,,,,,,,,,
19156808456,7690,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156808458,7780,7820,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156808459,7607,7617,7647,7667,,,,,,,,,,,,,,,,,,,,,,,
19156808460,2010,7650,,,,,,,,,,,,,,,,,,,,,,,,,
19156808461,9110,9120,9130,,,,,,,,,,,,,,,,,,,,,,,,
19156808462,6130,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156808463,7610,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808467,3100,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156808469,1560,3400,5909,6200,7600,7789,9179,,,,,,,,,,,,,,,,,,,,
19156808477,3500,6130,6137,7770,7980,,,,,,,,,,,,,,,,,,,,,,
19156808486,1350,1359,,,,,,,,,,,,,,,,,,,,,,,,,
19156808491,1350,2010,9160,,,,,,,,,,,,,,,,,,,,,,,,
19156808494,2130,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156808496,1001,1151,2010,2130,6100,7650,7870,7980,,,,,,,,,,,,,,,,,,,
19156808499A,2010,9189,,,,,,,,,,,,,,,,,,,,,,,,,
19156808503,2130,7820,7860,,,,,,,,,,,,,,,,,,,,,,,,
19156808504,1159,1560,6002,6207,7969,7980,,,,,,,,,,,,,,,,,,,,,
19156808506,2560,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808507,1350,2010,6110,7690,7800,7960,7980,8010,,,,,,,,,,,,,,,,,,,
19156808509,1350,2019,,,,,,,,,,,,,,,,,,,,,,,,,
19156808510,3350,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156808514,6002,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156808516,1150,2040,7739,,,,,,,,,,,,,,,,,,,,,,,,
19156808517,2010,7980,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156808520,1050,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808521,7780,7820,7860,7980,,,,,,,,,,,,,,,,,,,,,,,
19156808522,3400,6002,6110,,,,,,,,,,,,,,,,,,,,,,,,
19156808535,2040,9150,,,,,,,,,,,,,,,,,,,,,,,,,
19156808536,3700,9160,,,,,,,,,,,,,,,,,,,,,,,,,
19156808539,1350,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808542,2130,7770,7840,7860,,,,,,,,,,,,,,,,,,,,,,,
19156808544,3100,7730,7770,7857,7980,,,,,,,,,,,,,,,,,,,,,,
19156808545,2010,3100,6110,6240,7780,7830,,,,,,,,,,,,,,,,,,,,,
19156808546,8010,8710,,,,,,,,,,,,,,,,,,,,,,,,,
19156808548,2800,4120,7740,7780,,,,,,,,,,,,,,,,,,,,,,,
19156808551,2560,8510,8520,,,,,,,,,,,,,,,,,,,,,,,,
19156808552,1150,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156808553,7670,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808554,1350,2017,7690,7770,,,,,,,,,,,,,,,,,,,,,,,
19156808556,3250,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156808564,7730,7800,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156808567,2010,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156808568,7697,7807,7827,7837,,,,,,,,,,,,,,,,,,,,,,,
19156808571,7640,7670,,,,,,,,,,,,,,,,,,,,,,,,,
19156808574,8700,8720,,,,,,,,,,,,,,,,,,,,,,,,,
19156808575,7617,7679,,,,,,,,,,,,,,,,,,,,,,,,,
19156808581,3400,3600,7820,7980,,,,,,,,,,,,,,,,,,,,,,,
19156808584,2010,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156808587,3400,6002,6100,6130,6210,,,,,,,,,,,,,,,,,,,,,,
19156808589,1359,2019,2049,,,,,,,,,,,,,,,,,,,,,,,,
19156808591,2069,4840,,,,,,,,,,,,,,,,,,,,,,,,,
19156808592,6002,8725,,,,,,,,,,,,,,,,,,,,,,,,,
19156808593,1350,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156808594,7730,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156808598,7690,7740,7760,,,,,,,,,,,,,,,,,,,,,,,,
19156808600,7760,7837,7850,,,,,,,,,,,,,,,,,,,,,,,,
19156808601,2010,7770,7870,8727,,,,,,,,,,,,,,,,,,,,,,,
19156808604,2010,7650,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156808605,7780,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156808609,6200,7610,7710,,,,,,,,,,,,,,,,,,,,,,,,
19156808611,2010,2759,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156808614,91511,91580,,,,,,,,,,,,,,,,,,,,,,,,,
19156808617,3400,5900,7860,,,,,,,,,,,,,,,,,,,,,,,,
19156808619,2017,5909,,,,,,,,,,,,,,,,,,,,,,,,,
19156808620,2010,2750,7730,7870,,,,,,,,,,,,,,,,,,,,,,,
19156808621,6100,6210,7690,,,,,,,,,,,,,,,,,,,,,,,,
19156808623,1900,7600,7610,,,,,,,,,,,,,,,,,,,,,,,,
19156808628,1860,7600,,,,,,,,,,,,,,,,,,,,,,,,,
19156808630,1900,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808631,7660,7760,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156808632,2010,3400,7760,7960,,,,,,,,,,,,,,,,,,,,,,,
19156808635,7810,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808638,7780,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156808656,1151,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156808657,1560,6207,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156808658,6002,6217,7780,7827,7830,,,,,,,,,,,,,,,,,,,,,,
19156808659,1009,1059,7607,8509,9119,,,,,,,,,,,,,,,,,,,,,,
19156808662,1560,2010,4080,,,,,,,,,,,,,,,,,,,,,,,,
19156808664,2750,7740,7760,,,,,,,,,,,,,,,,,,,,,,,,
19156808665,2130,4950,7650,,,,,,,,,,,,,,,,,,,,,,,,
19156808666,2130,4707,7860,,,,,,,,,,,,,,,,,,,,,,,,
19156808668,1150,9150,,,,,,,,,,,,,,,,,,,,,,,,,
19156808675,1907,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156808676,4757,7600,7710,7810,8700,,,,,,,,,,,,,,,,,,,,,,
19156808677,1350,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808680,3400,6007,6240,,,,,,,,,,,,,,,,,,,,,,,,
19156808682,6200,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156808684,2017,7857,,,,,,,,,,,,,,,,,,,,,,,,,
19156808686,5700,7770,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156808687,1151,1350,5500,,,,,,,,,,,,,,,,,,,,,,,,
19156808694,3350,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808697,1051,1151,6002,,,,,,,,,,,,,,,,,,,,,,,,
19156808700,2010,5700,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156808708,6200,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156808714,1350,4750,,,,,,,,,,,,,,,,,,,,,,,,,
19156808724,2800,7640,,,,,,,,,,,,,,,,,,,,,,,,,
19156808725,7690,7800,7820,7830,,,,,,,,,,,,,,,,,,,,,,,
19156808726,3709,7900,9109,9120,9140,,,,,,,,,,,,,,,,,,,,,,
19156808727,2010,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808730,7610,7710,7900,,,,,,,,,,,,,,,,,,,,,,,,
19156808731,7760,9179,9180,,,,,,,,,,,,,,,,,,,,,,,,
19156808737,2010,5700,,,,,,,,,,,,,,,,,,,,,,,,,
19156808741,2010,7630,,,,,,,,,,,,,,,,,,,,,,,,,
19156808742,2750,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156808743,2010,6217,,,,,,,,,,,,,,,,,,,,,,,,,
19156808744,4070,7640,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156808748,7640,7690,7697,7740,7760,7770,7810,7820,7827,7830,7837,7850,7900,,,,,,,,,,,,,,
19156808751,3100,7820,8500,8520,,,,,,,,,,,,,,,,,,,,,,,
19156808752,6117,7697,7747,7769,7789,7809,7829,7837,7857,,,,,,,,,,,,,,,,,,
19156808755,1350,2010,3400,6240,,,,,,,,,,,,,,,,,,,,,,,
19156808756,2330,6002,6210,,,,,,,,,,,,,,,,,,,,,,,,
19156808758,7770,7860,7900,,,,,,,,,,,,,,,,,,,,,,,,
19156808761,5700,5909,7827,91587,,,,,,,,,,,,,,,,,,,,,,,
19156808762,3359,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808763,2017,7960,91587,,,,,,,,,,,,,,,,,,,,,,,,
19156808772,2010,4840,7610,,,,,,,,,,,,,,,,,,,,,,,,
19156808773,1900,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156808774,6210,9170,,,,,,,,,,,,,,,,,,,,,,,,,
19156808778,2017,6207,,,,,,,,,,,,,,,,,,,,,,,,,
19156808781,3350,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156808782,1100,7670,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156808784,5500,7650,7690,7730,,,,,,,,,,,,,,,,,,,,,,,
19156808785,2800,5700,8500,,,,,,,,,,,,,,,,,,,,,,,,
19156808789,1869,2017,3509,7770,,,,,,,,,,,,,,,,,,,,,,,
19156808790,2010,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156808797,1151,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156808800,7690,7780,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156808802,9100,9159,9170,,,,,,,,,,,,,,,,,,,,,,,,
19156808805,1050,7860,7970,,,,,,,,,,,,,,,,,,,,,,,,
19156808807,3259,6002,6107,7740,,,,,,,,,,,,,,,,,,,,,,,
19156808810,5900,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156808812,7739,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808815,6100,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156808816,6002,6007,,,,,,,,,,,,,,,,,,,,,,,,,
19156808819,4707,6130,7749,,,,,,,,,,,,,,,,,,,,,,,,
19156808821,1460,1860,,,,,,,,,,,,,,,,,,,,,,,,,
19156808823,3250,7660,,,,,,,,,,,,,,,,,,,,,,,,,
19156808825,4700,6130,,,,,,,,,,,,,,,,,,,,,,,,,
19156808826,3400,6002,6130,6210,,,,,,,,,,,,,,,,,,,,,,,
19156808827,2130,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808829,7769,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156808830,6200,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808831,1151,1560,,,,,,,,,,,,,,,,,,,,,,,,,
19156808832,1560,8725,8745,,,,,,,,,,,,,,,,,,,,,,,,
19156808833,7690,7760,9180,,,,,,,,,,,,,,,,,,,,,,,,
19156808834,2750,3400,6200,7670,7780,7820,7830,7860,,,,,,,,,,,,,,,,,,,
19156808835,2040,7740,9150,,,,,,,,,,,,,,,,,,,,,,,,
19156808836,2010,3600,7800,7827,,,,,,,,,,,,,,,,,,,,,,,
19156808838,3400,5700,7740,,,,,,,,,,,,,,,,,,,,,,,,
19156808841,2040,2750,7740,7760,,,,,,,,,,,,,,,,,,,,,,,
19156808842,1560,2750,3100,3350,6210,7690,7710,7780,7810,7820,7830,7900,,,,,,,,,,,,,,,
19156808844,6002,7800,8500,,,,,,,,,,,,,,,,,,,,,,,,
19156808845,1151,2750,7690,7740,7780,7800,7820,,,,,,,,,,,,,,,,,,,,
19156808846,2010,8017,,,,,,,,,,,,,,,,,,,,,,,,,
19156808847,7860,7870,7960,7980,,,,,,,,,,,,,,,,,,,,,,,
19156808848,6117,6137,7659,7770,,,,,,,,,,,,,,,,,,,,,,,
19156808849,1720,3500,,,,,,,,,,,,,,,,,,,,,,,,,
19156808850,1151,1560,,,,,,,,,,,,,,,,,,,,,,,,,
19156808851,6207,6217,6240,,,,,,,,,,,,,,,,,,,,,,,,
19156808855,2017,7690,7740,7780,7900,9150,9170,,,,,,,,,,,,,,,,,,,,
19156808856,7740,8740,9130,9140,9170,9180,,,,,,,,,,,,,,,,,,,,,
19156808857,7900,91580,,,,,,,,,,,,,,,,,,,,,,,,,
19156808860,7607,7617,7647,,,,,,,,,,,,,,,,,,,,,,,,
19156808861,2010,5900,7800,7860,,,,,,,,,,,,,,,,,,,,,,,
19156808864,1350,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156808865,1900,6007,,,,,,,,,,,,,,,,,,,,,,,,,
19156808867,1350,4700,7690,7730,7770,7800,7850,7970,7980,9110,9130,,,,,,,,,,,,,,,,
19156808868,7690,9180,,,,,,,,,,,,,,,,,,,,,,,,,
19156808871,4820,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808873,1720,3500,,,,,,,,,,,,,,,,,,,,,,,,,
19156808875,1460,1900,8500,,,,,,,,,,,,,,,,,,,,,,,,
19156808880,2017,6117,6200,,,,,,,,,,,,,,,,,,,,,,,,
19156808884,7690,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808886,1350,3400,6002,,,,,,,,,,,,,,,,,,,,,,,,
19156808888,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808889,2750,6210,7780,7830,,,,,,,,,,,,,,,,,,,,,,,
19156808890,2800,3100,5800,7697,7770,7807,7870,7970,,,,,,,,,,,,,,,,,,,
19156808891,1051,1250,7970,,,,,,,,,,,,,,,,,,,,,,,,
19156808892,1100,7660,7670,8707,,,,,,,,,,,,,,,,,,,,,,,
19156808896,7670,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808900,7810,8510,,,,,,,,,,,,,,,,,,,,,,,,,
19156808902,1101,7670,9160,,,,,,,,,,,,,,,,,,,,,,,,
19156808908,2017,3700,5900,9140,,,,,,,,,,,,,,,,,,,,,,,
19156808910,6200,7650,7730,,,,,,,,,,,,,,,,,,,,,,,,
19156808911,7980,9130,,,,,,,,,,,,,,,,,,,,,,,,,
19156808912,2750,7980,9170,,,,,,,,,,,,,,,,,,,,,,,,
19156808913,3400,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808914,1350,2040,3400,6002,6200,6210,7830,,,,,,,,,,,,,,,,,,,,
19156808916,7720,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808917,1100,6002,6200,,,,,,,,,,,,,,,,,,,,,,,,
19156808918,1900,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156808919,4070,7600,7857,,,,,,,,,,,,,,,,,,,,,,,,
19156808922,4707,4930,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156808923,3109,7719,,,,,,,,,,,,,,,,,,,,,,,,,
19156808928,1100,1350,6207,7760,,,,,,,,,,,,,,,,,,,,,,,
19156808929,2051,3709,5700,6137,7687,7747,7829,9120,9189,,,,,,,,,,,,,,,,,,
19156808933,2010,7770,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156808935,5909,7619,7719,7749,7827,,,,,,,,,,,,,,,,,,,,,,
19156808936,7760,7770,7860,91551,,,,,,,,,,,,,,,,,,,,,,,
19156808937,3400,4930,,,,,,,,,,,,,,,,,,,,,,,,,
19156808939,3709,9100,,,,,,,,,,,,,,,,,,,,,,,,,
19156808942,5900,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156808943,1900,3350,6130,6200,7690,7960,,,,,,,,,,,,,,,,,,,,,
19156808944,2010,6002,6130,,,,,,,,,,,,,,,,,,,,,,,,
19156808946,1151,1350,,,,,,,,,,,,,,,,,,,,,,,,,
19156808947,3400,8500,,,,,,,,,,,,,,,,,,,,,,,,,
19156808949,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156808950,1350,3350,3600,,,,,,,,,,,,,,,,,,,,,,,,
19156808951,2060,7617,7647,7670,7827,7970,,,,,,,,,,,,,,,,,,,,,
19156808953,2010,5700,,,,,,,,,,,,,,,,,,,,,,,,,
19156808956,1159,7719,7747,7749,7969,8709,,,,,,,,,,,,,,,,,,,,,
19156808959,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808961,2750,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156808962,7780,8500,,,,,,,,,,,,,,,,,,,,,,,,,
19156808964,1151,7820,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156808965,1159,7839,9159,,,,,,,,,,,,,,,,,,,,,,,,
19156808966,3400,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156808967,5900,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156808970,7770,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156808972,1350,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156808973,2051,2060,,,,,,,,,,,,,,,,,,,,,,,,,
19156808974,6002,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156808975,2320,7780,8730,8740,,,,,,,,,,,,,,,,,,,,,,,
19156808976,3400,3709,7740,,,,,,,,,,,,,,,,,,,,,,,,
19156808977,7660,7820,,,,,,,,,,,,,,,,,,,,,,,,,
